numero,numeroCamara,titulo,estado,origen,acumulados,legislatura,url,fechaDePresentacion,autores,ponentesPrimerDebate
012/22PAL,268/22,"POR MEDIO DEL CUAL SE ELIMINA EL SERVICIO MILITAR OBLIGATORIO EN TIEMPOS DE NORMALIDAD Y SE MODIFICA EL ARTÍCULO 216 DE LA CONSTITUCIÓN POLÍTICA”.","ARCHIVADO,  ARCHIVADO CONFORME EL ARTICULO 375 DE LA CONSTITUCIÓN POLÍTICA.","SENADO DE LA REPUBLICA",[],2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-de-acto-legislativo/cuatrenio-2022-2026/2022-2023/article/12-por-medio-del-cual-se-elimina-el-servicio-militar-obligatorio-en-tiempos-de-normalidad-y-se-modifica-el-articulo-216-de-la-constitucion-politica,2022-08-01,"[""H.S: HUMBERTO DE LA CALLE LOMBANA"",""FABIAN DÍAZ PLATA"",""IVÁN LEONIDAS NAME VASQUEZ"",""ANGELICA LOZANO CORREA."",""H.R: DANIEL CARVALHO MEJÍA"",""JUAN DIEGO MUÑOZ CABRERA"",""JENNIFER PEDRAZA SANDOVAL"",""SANTIAGO OSORIO MARIN"",""JUAN SEBASTIÁN GÓMEZ GONZÁLEZ"",""JAIME RAÚL SALAMANCA TORRES"",""CAROLINA GIRALDO BOTERO"",""JUAN CARLOS LOZADA VARGAS"",""KATHERINE MIRANDA"",""ALEJANDRO GARCÍA RÍOS"",""DUVALIER SÁNCHEZ ARANGO"",""OLGA LUCÍA VELÁSQUEZ"",""WILMER CASTELLANOS HERNANDEZ"",""CRISTIAN DANILO AVENDAÑO FINO""]","[""H.S. HUMERTO DE LA CALLE LOMBANA""]"
013/22PAL,,"POR EL CUAL SE ADICIONAN UN INCISO AL ARTÍCULO 79, EL ARTÍCULO 89 A Y EL NUMERAL 10 DEL ARTÍCULO 95 A LA CONSTITUCIÓN POLÍTICA","ARCHIVADO,  ARCHIVADO CONFORME EL ARTICULO 375 DE LA CONSTITUCIÓN POLÍTICA.","SENADO DE LA REPUBLICA",[],2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-de-acto-legislativo/cuatrenio-2022-2026/2022-2023/article/13-por-el-cual-se-adicionan-un-inciso-al-articulo-79-el-articulo-89-a-y-el-numeral-10-del-articulo-95-a-la-constitucion-politica,2022-08-04,"[""H.S: ANDREA PADILLA VILLARRAGA"",""GUIDO ECHEVERRI PIEDRAHITA"",""ROY BARRERAS. MARÍA JOSÉ PIZARRO RODRÍGUEZ"",""FABIÁN DÍAZ PLATA"",""IVÁN LEONIDAS NAME VASQUEZ"",""ALEXANDER LÓPEZ MAYA"",""AIDA MARINA QUILCUÉ VIVAS"",""NADIA BLEL SCAFF"",""ISABEL CRISTINA ZULETA LÓPEZ."",""H.R: SANTIAGO OSORIO MARIN"",""JAIME RAÚL SALAMANCA TORRES"",""JUAN CAMILO LONDOÑO BARRERA"",""JUAN SEBASTIÁN GÓMEZ GONZÁLEZ"",""ALEJANDRO GARCÍA RIOS"",""CRISTIAN DANILO AVENDAÑO FINO"",""DUVALIER SÁNCHEZ ARANGO"",""KATHERINE MIRANDA"",""JUAN DIEGO MUÑOZ CABRERA""]","[""H.S. ALEXANDER LOPEZ MAYA.""]"
021/22PAL,,"POR MEDIO DEL CUAL SE ESTABLECE EL SERVICIO PÚBLICO AD HONOREM DE LOS MIEMBROS DEL CONGRESO DE LA REPÚBLICA, SE MODIFICAN LOS ARTÍCULOS 150, 180, 187 DE LA CONSTITUCIÓN POLÍTICA Y SE DICTAN OTRAS DISPOSICIONES","ARCHIVADO,  ARCHIVADO CONFORME EL ARTICULO 375 DE LA CONSTITUCIÓN POLÍTICA.","SENADO DE LA REPUBLICA",[],2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-de-acto-legislativo/cuatrenio-2022-2026/2022-2023/article/21-por-medio-del-cual-se-establece-el-servicio-publico-ad-honorem-de-los-miembros-del-congreso-de-la-republica-se-modifican-los-articulos-150-180-187-de-la-constitucion-politica-y-se-dictan-otras-disposiciones,2022-08-23,"[""H.S: MAURICIO  GOMEZ AMIN"",""PALOMA VALENCIA LASERNA"",""PAOLA HOLGUIN MORENO"",""CARLOS ABRAHAM JIMENEZ LOPEZ"",""ESTEBAN QUINTERO CARDONA"",""DAVID LUNA SANCHEZ"",""JUAN FELIPE LEMUS URIBE"",""JAIME ENRIQUE DURAN BARRERAS"",""MIGUEL URIBE TURBAY"",""ENRIQUE CABRALES BAQUERO"",""MIGUEL ANGEL PINTO HERNANDEZ"",""ANTONIO ZABARAIN GUEVARA"",""SIGUEN FIRMAS ILEGIBLES.""]","[""H.S. ALEJANDRO CHACON CAMARGO.""]"
015/22PAL,,"POR MEDIO DEL CUAL SE MODIFIICA LOS ARTICULOS 116, 120, 126, 156, 197, 237, 264, 265 Y 22 DE LA CONSTITUCION POLITICA, SE ADICIONA LOS ARTICULOS 245 A Y 245 B Y SE DICTAN OTRAS DISPOSICIONES","ARCHIVADO,","SENADO DE LA REPUBLICA","[""007/22PAL""]",2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-de-acto-legislativo/cuatrenio-2022-2026/2022-2023/article/15-por-medio-del-cual-se-modifiica-los-articulos-116-120-126-156-197-237-264-265-y-22-de-la-constitucion-politica-se-adiciona-los-articulos-245-a-y-245-b-y-se-dictan-otras-disposiciones,2022-08-08,"[""H.S: HUMBERTO DE LA CALLE LOMBANA"",""ANGELICA LOZANO"",""JONATHAN PULIDO HERNANDEZ"",""ANA CAROLINA ESPITIA JEREZ"",""ANDREA PADILLA VILLARRAGA"",""ARIEL AVILA."",""H.R:DANIEL CARVALHO MEJIA"",""DUVALIER SANCHEZ ARANGO"",""CATHERINE JUVINAO CLAVIJO"",""CAROLINA GIRALDO BOTERO"",""ALEJANDRO GARCIA RIOS"",""JAIME RAUL SALAMANCA TORRES"",""CARLOS ARDILA ESPINOSA"",""JULIA MIRANDA LONDOÑO"",""JUNA DIEGO MUÑOZ CABRERA"",""JUAN CARLOS LOZADA VARGAS.""]","[""H.S. ARIEL AVILA MARTINEZ""]"
014/22PAL,298/22,"POR MEDIO DEL CUAL SE INCLUYE EL ARTÍCULO 11-A DENTRO DEL CAPÍTULO I DEL TÍTULO II DE LA CONSTITUCIÓN POLÍTICA DE COLOMBIA.","ARCHIVADO,  ARCHIVADO CONFORME EL ARTICULO 375 DE LA CONSTITUCIÓN POLÍTICA.","SENADO DE LA REPUBLICA",[],2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-de-acto-legislativo/cuatrenio-2022-2026/2022-2023/article/14-por-medio-del-cual-se-incluye-el-articulo-11-a-dentro-del-capitulo-i-del-titulo-ii-de-la-constitucion-politica-de-colombia,2022-08-04,"[""H.S: ANGÉLICA LOZANO CORREA"",""HUMBERTO DE LA CALLE LOMBANA"",""PALOMA VALENCIA LASERNA"",""INTI RAÚL ASPRILLA REYES"",""FABIÁN DÍAZ PLATA"",""IVÁN LEONIDAS NAME VASQUEZ"",""JONATHAN FERNEY PULIDO"",""ANA CAROLINA ESPITIA JEREZ"",""ANDREA PADILLA VILLARRAGA."",""H.R:  JULIA MIRANDA LONDOÑO"",""ELKIN RODOLFO OSPINA OSPINA"",""JENNIFER PEDRAZA"",""JUAN DIEGO MUÑOZ CABRERA"",""CAROLINA GIRALDO BOTERO"",""CATHERINE JUVINAO CLAVIJO"",""DUVALIER SÁNCHEZ ARANGO"",""CRISTIAN DANILO AVENDAÑO FINO"",""DANIEL CARVALHO MEJÍA"",""JAIME RAÚL SALAMANCA TORRES"",""SANTIAGO OSORIO MARIN"",""ALEJANDRO GARCÍA RIOS"",""JUAN SEBASTIÁN GÓMEZ GONZÁLEZ.""]","[""JONATHAN PULIDO HERNANDEZ.""]"
016/22PAL,243/22,"POR MEDIO DEL CUAL SE MODIFICA EL ARTICULO 262 DE LA CONSTITUCION POLITICA DE COLOMBIA","RETIRADO POR EL AUTOR,  Conciliado 15 de diciembre de 2022 Senado ( enviado presidencia 22 de diciembre de 2022)","SENADO DE LA REPUBLICA","[""006/22PAL"",""018/22PAL""]",2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-de-acto-legislativo/cuatrenio-2022-2026/2022-2023/article/16-por-medio-del-cual-se-modifica-el-articulo-262-de-la-constitucion-politica-de-colombia,2022-08-08,"[""H.S: MARIA JOSE PIZARRO RODRIGUEZ"",""SANDRA YANETH JAIMES CRUZ"",""CLARA EUGENIA LOPEZ OBREGON"",""CESAR AUGUSTO PACHON ACHURY"",""JAHEL QUIROGA CARRILLO"",""GLORIA INES FLOREZ SCHNEIDER"",""EMERALDA HERNANDEZ"",""AIDA MARINA QUINCUE VIVAS"",""ROBERT DAZA GUEVARA"",""ISABEL CRISTINA ZULETA."",""H.R: GABRIEL BECERRA YAÑEZ"",""MARIA FERNANDA CARRASCAL ROJAS"",""ETNA TAMARA ARGOTE CALDERON"",""PEDRO JOSE SUAREZ VACCA"",""SANTIAGO OSORIO MARIN"",""DAVID ALEJANDRO TORO RAMIREZ"",""LEIDER ALEXANDRA VASQUEZ OCHOA"",""JORGE ANDRES CANCIMANCE LOPEZ"",""INGRID JOHANA AGUIRRE JUVINAO"",""GABRIEL ERNESTO PARRADO DURAN"",""EDUARD SARMIENTO HIDALGO"",""LEYLA M RINCON"",""MARIA DEL MAR PIZARRO"",""JONN JAIRO GONZALEZ.""]","[""Roy Barreras Montealegre (Coordinador)"",""Fabio Amin Saleme"",""Juan Carlos"",""Garcia Gomez"",""Alfredo Deluque Zuleta"",""Julian Gallo Cubillos"",""Rodolfo Hernandez Suarez"",""Paloma"",""Valencia Laserna"",""Ariel Avila Martinez"",""Jorge Benedetti Martelo""]"
010/22PAL,267/22,"POR MEDIO DEL CUAL SE REDUCE EL NUMERO DE MIEMBROS DEL CONGRESO DE LA REPUBLICA DE COLOMBIA, SE REALIZA UNA REDUCCION SALARIAL Y SE DICTAN OTRAS DISPOSICIONES","ARCHIVADO,  ARCHIVADO CONFORME EL ARTICULO 375 DE LA CONSTITUCIÓN POLÍTICA.","SENADO DE LA REPUBLICA",[],2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-de-acto-legislativo/cuatrenio-2022-2026/2022-2023/article/10-por-medio-del-cual-se-reduce-el-numero-de-miembros-del-congreso-de-la-republica-de-colombia-se-realiza-una-reduccion-salarial-y-se-dictan-otras-disposiciones,2022-07-29,"[""H.S: PALOMA VALECIA  LASERNA"",""HONORIO MIGUEL HENRIQUEZ PINEDO"",""PAOLA ANDREA HOLGUIN MORENO"",""ESTEBAN QUINTERO CARDONA"",""ENRIQUE CABRALES BAQUERO"",""ANDRES FELIPE GUERRA HOYOS"",""YENNY ESPERANZA ROZO ZAMBRANO"",""MIGUEL URIBE TURBAY"",""MARIFA FERNANDA CABAL MOLINA"",""JOSE VICENTE CARREÑO CASTRO"",""JOSUE ALIRIO BARRERA RODRIGUEZ"",""CARLOS MANUEL MEISEL VERGARA"",""CIRO ALEJANDRO RAMIREZ CORTES."",""H.R: HERNAN DARIO CADAVID MARQUEZ"",""OLMES DE JESUS ECHEVERRIA DE LA ROSA"",""JOSE JAIME USCATEGUI"",""PASTRANA"",""JUAN FERNANDO ESPINAL RAMIREZ"",""CHRISTIAN GARCES ALJURE"",""EDUAR ALEXIS TRIANA RINCON"",""VLADIMIR OLAYA MANCIPE"",""YULIETH SANCHEZ"",""CARLOS EDWARD OSORIO AGUILAR"",""ANDRES EDUARDO FORERO MOLINA"",""OSCAR DARIO PEREZ PINEDA"",""JUAN FELIPE CARDOZO ALVAREZ""]","[""H.S. PALOMA VALENCIA LASERNA""]"
011/22PAL,260/22,"POR MEDIO DEL CUAL SE  MODIFICA EL ARTICULO 138 DE LA CONSTITUCION POLITICA DE COLOMBIA","ACTO LEGISLATIVO,  02 DEL 06 DE JULIO DE 2023","SENADO DE LA REPUBLICA","[""002/22PAL"",""003/22PAL""]",2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-de-acto-legislativo/cuatrenio-2022-2026/2022-2023/article/11-por-medio-del-cual-se-modifica-el-articulo-138-de-la-constitucion-politica-de-colombia,2022-07-29,"[""H.R: MIGUEL URIBE TURBAY"",""PAOLA ANDREA HOLGUIN MORENO"",""ENRIQUE CABRALES BAQUERO"",""HONORIO MIGUEL ENRÍQUEZ PINEDO"",""ANDRÉS FELIPE GUERRA HOYOS"",""CIRO ALEJANDRO RAMÍREZ C."",""CARLOS MANUEL MEISEL VERGARA"",""YENNY ESPERANZA ROZO ZAMBRANO"",""JOSE VICENTE CARREÑO CASTRO"",""JOSUE ALIRIO BARRERA RODRIGUEZ"",""ESTEBAN QUINTERO CARDONA."",""H.R: JUAN ESPINAL"",""HERNÁN DARÍO CADAVID MÁRQUEZ"",""OLMES DE JESÚS ECHEVERRÍA DE LA ROSA JOSÉ JAIME USCÁTEGUI PASTRANA"",""CHRISTIAN M. GARCÉS ALJURE"",""EDWAR ALEXIS TRIANA RINCON"",""VLADIMIR OLAYA MANCIPE"",""ÓSCAR DARÍO PÉREZ PINEDA"",""ANDRÉS EDUARDO FORERO MOLINA"",""CARLOS EDWARD OSORIO AGUIAR"",""HUGO DANILO LOZANO"",""OSCAR VILLAMIZAR MENESES"",""JUAN FELIPE CORZO ÁLVAREZ""]","[""David Luna Sanchez (Coordinador)"",""Alejandro Chacon Camargo"",""Juan Carlos Garcia Gomez"",""Jonathan Pulido Hernandez"",""Maria Jose Pizarro Rodriguez"",""Julian Gallo Cubillos"",""Berner Zambrano Erazo"",""Paloma Valencia Laserna""]"
008/22PAL,280/23,"POR MEDIO DEL CUAL SE ADICIONA EL ARTICULO 28 DE LA CONSTITUCION POLITICA CON EL FIN DE REGULAR UN LIMITE MAXIMO DE PENA PRIVATIVA INTRAMURAL DE LA LIBERTAD","ARCHIVADO,  ARCHIVADO CONFORME EL ARTICULO 375 DE LA CONSTITUCIÓN POLÍTICA.","SENADO DE LA REPUBLICA",[],2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-de-acto-legislativo/cuatrenio-2022-2026/2022-2023/article/8-por-medio-del-cual-se-adiciona-el-articulo-28-de-la-constitucion-politica-con-el-fin-de-regular-un-limite-maximo-de-pena-privativa-intramural-de-la-libertad,2022-07-26,"[""H.S: PABLO CATATUMBO"",""SANDRA RAMIREZ"",""JULIAN GALLO CUBILLOS"",""IMELDA DAZA COTES"",""H.R: CARLOS ALBERTO CARREÑO"",""LUIS ALBERTO ALBAN"",""JAIRO REINALDO CALA"",""PEDRO BARACUTADO"",""GERMAN GOMEZ.""]","[""H.S: Julian Gallo Cubillos""]"
009/22PAL,,"POR EL CUAL SE MODIFICA LA CONSTITUCION POLITICA, SE ESTABLECE LIMITES PARA LA REELECCION DE SENADORES DE LAREPUBLICA Y REPRESENTANTES A LA CAMARA, SE MODIFICAN LOS PERIODOS DE SESIONES DEL CONGRESO DE LA REPUBLICA, LAS CAUSALES DE PERDIDA DE ENVESTIDURA DE LOS CONGRESISTAS, EL REGIMEN SALARIAL Y PRESTACIONAL DE LOS CONGRESISTAS, Y SE DICTAN OTRAS DISPOSICIONES","RETIRADO POR EL AUTOR,","SENADO DE LA REPUBLICA",[],2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-de-acto-legislativo/cuatrenio-2022-2026/2022-2023/article/9-por-el-cual-se-modifica-la-constitucion-politica-se-establece-limites-para-la-reeleccion-de-senadores-de-larepublica-y-representantes-a-la-camara-se-modifican-los-periodos-de-sesiones-del-congreso-de-la-republica-las-causales-de-perdida-de-envestidura-de-los-congresistas-el-regimen-salarial-y-prestacional-de-los-congresistas-y-se-dictan-otras-disposiciones,2022-07-27,"[""H.S: IVAN CEPEDA CASTRO"",""GUSTAVO BOLIVAR"",""ROY BARRERAS"",""FABIAN DIAZ PLATA"",""JONATHAN PULIDO Y OTRAS FIRMAS""]","[""H.S. MARIA JOSE PIZARRO RODRIGUEZ""]"
004/22PAL,292/23,"POR EL CUAL SE FORTALECE LA PARTICIPACIÓN POLÍTICA DE LA JUVENTUD Y SE DICTAN OTRAS DISPOSICIONES ","ARCHIVADO,  ARCHIVADO CONFORME EL ARTICULO 375 DE LA CONSTITUCIÓN POLÍTICA.","SENADO DE LA REPUBLICA",[],2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-de-acto-legislativo/cuatrenio-2022-2026/2022-2023/article/4-por-el-cual-se-fortalece-la-participacion-politica-de-la-juventud-y-se-dictan-otras-disposiciones,2022-07-25,"[""H.S: NORMA HURTADO SANCHEZ"",""JOSE DAVID NAME CARDOZO"",""ALFREDO RAFAEL DELUQUE ZULETA H.R: WILMER RAMIRO CARRILLO MENDOZA"",""JORGE ELIÉCER TAMAYO MARULANDA"",""ASTRID SÁNCHEZ MONTES DE OCA"",""HERNANDO GUIDA PONCE"",""VÍCTOR MANUEL SALCEDO GUERRERO"",""ALEXANDER GUARIN SILVA"",""TERESA ENRÍQUEZ ROSERO"",""JOSÉ ELIÉCER SALAZAR LÓPEZ""]","[""H.S. ALFREDO DELUQUE ZULETA""]"
003/22PAL,260/22,"POR EL CUAL SE MODIFICA EL ARTICULO 138 DE LA CONSTITUCION POLITICA DE COLOMBIA","ACTO LEGISLATIVO,  02 DEL 06 DE JULIO DE 2023","SENADO DE LA REPUBLICA","[""002/22PAL"",""011/22PAL""]",2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-de-acto-legislativo/cuatrenio-2022-2026/2022-2023/article/3-por-el-cual-se-modifica-el-articulo-138-de-la-constitucion-politica-de-colombia,2022-07-21,"[""H.R: JAIRO HUMBERTO CRISTO CORREA"",""GERMAN ROGELIO ANIS"",""OSCAR RODRIGO CAMPO HURTADO"",""JORGE MENDEZ HERNANDEZ"",""JAIME RODRIGUEZ CONTRERAS"",""JULIO TRIANA QUINTERO"",""CAROLINA ARBELAEZ"",""GERSEL LUIS PEREZ"",""H.S:  BEATRIZ LORENA RIOS CUELLAR"",""DAVID LUNA Y OTRAS FIRMAS""]","[""David Luna Sanchez (Coordinador)"",""Alejandro Chacon Camargo"",""Juan Carlos Garcia Gomez"",""Jonathan Pulido Hernandez"",""Maria Jose Pizarro Rodriguez"",""Julian Gallo Cubillos"",""Berner Zambrano Erazo"",""Paloma Valencia Laserna""]"
005/22PAL,,"POR MEDIO DEL CUAL SE ESTABLECE LA FORMA DE ELECCIÓN DEL CONTRALOR GENERAL DE LA REPÚBLICA, EL PROCURADOR GENERAL DE LA NACIÓN, EL DEFENSOR DEL PUEBLO, EL FISCAL GENERAL DE LA NACIÓN Y EL REGISTRADOR NACIONAL DEL ESTADO CIVIL","ARCHIVADO,  Archivado en Comision","SENADO DE LA REPUBLICA",[],2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-de-acto-legislativo/cuatrenio-2022-2026/2022-2023/article/5-por-medio-del-cual-se-establece-la-forma-de-eleccion-del-contralor-general-de-la-republica-el-procurador-general-de-la-nacion-el-defensor-del-pueblo-el-fiscal-general-de-la-nacion-y-el-registrador-nacional-del-estado-civil,2022-07-26,"[""H.S: PABLO CATATUMBO"",""SANDRA RAMIREZ"",""JULIAN GALLO CUBILLOS"",""IMELDA"",""DAZA COTES."",""H.R: LUIS ALBERTO ALBAN"",""CARLOS ALBERTO CARREÑO"",""JAIRO REINALDO CALA"",""OMAR DE JESUS RESTREPO"",""PEDRO BARACUTADO"",""GERMAN GOMEZ""]","[""H.S. JULIAN GALLO CUBILLOS""]"
006/22PAL,243/22,"POR MEDIO DEL CUAL SE ADOPTA UNA REFORMA POLITICA Y ELECTORAL QUE PERMITA LA APERTURA DEMOCRATICA PARA LA CONSTRUCCION DE UNA PAZ ESTABLE Y DURADERA","RETIRADO POR EL AUTOR,  Acumulado con el P.A.L  18 / 22, conicliacion Senado 15 de diciembre de 2022 Senado ( enviado presidencia 22 de diciembre de 2022)","SENADO DE LA REPUBLICA","[""018/22PAL"",""016/22PAL""]",2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-de-acto-legislativo/cuatrenio-2022-2026/2022-2023/article/6-por-medio-del-cual-se-adopta-una-reforma-politica-y-electoral-que-permita-la-apertura-democratica-para-la-construccion-de-una-paz-estable-y-duradera,2022-07-26,"[""H.S: PABLO CATATUMBO"",""SANDRA RAMIREZ"",""JULIAN GALLO CUBILLOS"",""IMELDA DAZA COTES"",""H.R: CARLOS ALBERTO CARREÑO"",""LUIS ALBERTO ALBAN"",""JAIRO REINALDO CALA"",""PEDRO BARACUTADO"",""GERMAN GOMEZ.""]","[""H.S. ROY LEONARDO BARRERAS MONTEALEGRE"",""PALOMA VALENCIA LASERNA"",""FABIO AMIN SALEME"",""ARIEL AVILA MARTINEZ"",""ALFREDO DELUQUE ZULETA"",""JULIN GALLO CUBILLOS"",""RODOLFO HERNANDEZ SUAREZ"",""JUAN CARLOS GARCIA GOMEZ"",""JORGE BENEDETTI MARTELO.""]"
007/22PAL,,"POR MEDIO DEL CUAL SE MODIFICA LA ORGANIZACION ELECTORAL EN COLOMBIA PARA PROMOVER LA INDEPENDENCIA, AUTONOMIA Y TRANSPARENCIA EN EL PROCESO ELECTORAL","ARCHIVADO,","SENADO DE LA REPUBLICA","[""015/22PAL""]",2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-de-acto-legislativo/cuatrenio-2022-2026/2022-2023/article/7-por-medio-del-cual-se-modifica-la-organizacion-electoral-en-colombia-para-promover-la-independencia-autonomia-y-transparencia-en-el-proceso-electoral,2022-07-26,"[""H.S: ARIEL AVILA"",""ANGELICA LOZANO CORREA"",""FABIAN DIAZ PLATA"",""GLORIA INES FLOREZ SCNEIDER"",""JENNIFER PEDRAZA"",""JAIME RAUL SALAMANCA TORRES"",""CAROLINA GIRALDO BOTERO"",""SANTIAGO OSORIO MARIN"",""ELKIN RODOLFO OSPINA OSPINA"",""CATHERINE JUVINAO CLAVIJO"",""DUVALIER SANCHEZ ARANGO"",""ALEJANDRO GARCIA RIOS"",""JUAN SEBASTIAN GOMEZ GONZALEZ""]","[""H.S. ARIEL AVILA MARTINEZ""]"
002/22PAL,260/22,"POR MEDIO DE LA CUAL SE MODIFICA EL ARTICULO 138 DE LA CONSTITUCION POLITICA DE COLOMBIA DE 1991” (MODIFICACION PERIODO LEGISLATIVO)","ACTO LEGISLATIVO,  02 DEL 06 DE JULIO DE 2023","SENADO DE LA REPUBLICA","[""003/22PAL"",""011/22PAL""]",2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-de-acto-legislativo/cuatrenio-2022-2026/2022-2023/article/2-por-medio-de-la-cual-se-modifica-el-articulo-138-de-la-constitucion-politica-de-colombia-de-1991-modificacion-periodo-legislativo,2022-07-21,"[""H.S: MARCOS DANIEL PINEDA GARCIA"",""OSCAR BARRETO QUIROGA"",""DIELA LILIANA BENAVIDES SOLARTE"",""JUAN SAMY MERHEG MARUN"",""EFRAIN CEPEDA SANABRIA"",""MIGUEL ANGEL BARRETO CASTILLO"",""NICOLAS ECHEVERRYY"",""NADIA BLEL SCAFF"",""LILIANA BITAR"",""SOLEDAD TAMAYO TAMAYO""]","[""David Luna Sanchez (Coordinador)"",""Alejandro Chacon Camargo"",""Juan Carlos Garacia Gomez"",""Jonathan Pulido Hernandez"",""Maria Jose Pizarro Rodriguez"",""Julian Gallo Cubillos"",""Berner Zambrano Erazo"",""Paloma Valencia Laserna""]"
001/22PAL,269/22,"POR EL CUAL SE MODIFICA EL ARTICULO 65 DE LA CONSTITUCION POLITICA COLOMBIA","ARCHIVADO,  SEGUNDA VUELTA concepto Fian Colombia 791/23 Min. Hacienda","SENADO DE LA REPUBLICA",[],2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-de-acto-legislativo/cuatrenio-2022-2026/2022-2023/article/1-por-el-cual-se-modifica-el-articulo-65-de-la-constitucion-politica-colombia,2022-07-20,"[""H.S ALFREDO DELUQUE ZULETA"",""NORMA HURTAD SANCHEZ"",""BERNER ZAMBRANO  ERZO"",""JUAN FELIPE LEMOS"",""JULIO ELIAS CHAGUI"",""FLOREZ"",""H.R: JULIAN LOPEZ"",""ANA PAOLA GARCIA SOTO"",""VICTOR MANUEL SALCEDO GUERRERO"",""MILENA JARABA DIAZ"",""ALVARO MAURICIO LONDONO"",""ASTRID SANCHEZ MONTES DE OCA Y OTRAS FIRMAS""]","[""H.S. ALFREDO DELUQUE ZULETA""]"
036/22PAL,185/22,"POR EL CUAL SE OTORGA AL MUNICIPIO DE MANIZALES (CALDAS) LA CATEGORÍA DE DISTRITO ESPECIAL -EJE DEL CONOCIMIENTO","ARCHIVADO,  ARCHIVADO CONFORME EL ARTICULO 375 DE LA CONSTITUCIÓN POLÍTICA.","CAMARA DE REPRESENTANTES",[],2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-de-acto-legislativo/cuatrenio-2022-2026/2022-2023/article/36-por-el-cual-se-otorga-al-municipio-de-manizales-caldas-la-categoria-de-distrito-especial-eje-del-conocimiento,2022-09-07,"[""Honorables Senadores:"",""Guido Echeverri Piedrahita"",""Sor Berenice Bedoya Pérez"",""Juan Pablo Gallo Maya"",""Angélica lisbeth lozano correa"",""Gustavo Adolfo Moreno Hurtado"",""Honorables Representantes:"",""Juan Sebastián Gómez Gonzáles"",""Wilder Iberson Escobar Ortiz"",""Wilmer Yair Castellanos Hernández"",""Juana Carolina Londoño Jaramillo"",""Santiago Osorio Marín"",""José Octavio Cardona León""]","[""H.S. Fabio Amin Saleme.""]"
035/22PAL,173/22,"POR EL CUAL SE REFORMA LA CONSTITUCION POLITICA DE COLOMBIA Y SE ESTABLECE LA JURISDICCIÓN AGRARIA Y RURAL","ACTO LEGISLATIVO,  Acto Legislativo 03 de 2023 , segunda vuelta - Aprobada conciliación Senado 14/06/2023","CAMARA DE REPRESENTANTES",[],2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-de-acto-legislativo/cuatrenio-2022-2026/2022-2023/article/35-por-el-cual-se-reforma-la-constitucion-politica-de-colombia-y-se-establece-la-jurisdiccion-agraria-y-rural,2022-08-31,"[""Ministro del Interior - Alfonso Prada Gil"",""Ministro de Justicia y del Derecho - Nestor Ivan Osuna Patiño""]","[""H.S. ALEXANDER LÓPEZ MAYA""]"
031/22PAL,081/18,"POR MEDIO DEL CUAL SE HABILITA LA REGULACIÓN DEL USO ADULTO DEL CANNABIS Y SUS DERIVADOS Y SE DICTAN OTRAS DISPOSICIONES","ARCHIVADO,  ARCHIVADO CONFORME EL ARTICULO 375 DE LA CONSTITUCIÓN POLÍTICA.","SENADO DE LA REPUBLICA",[],2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-de-acto-legislativo/cuatrenio-2022-2026/2022-2023/article/31-por-medio-del-cual-se-habilita-la-regulacion-del-uso-adulto-del-cannabis-y-sus-derivados-y-se-dictan-otras-disposiciones,2022-09-23,"[""HONORABLES SENADORES: HUMBERTO DE LA CALLE LOMBANA"",""JONATHAN PULIDO HERNANDEZ"",""ANGÉLICA LOZANO CORREA."",""HONORABLES REPRESENTANTES: JULIA MIRANDA LONDOÑO"",""DUVALIER SÁNCHEZ ARANGO"",""JUAN SEBASTIÁN GÓMEZ GONZALES"",""AGMETH JOSE ESCAF TIJERINO"",""WILMER CASTELLANOS HERNÁNDEZ"",""CATHERINE JUVINAO CLAVIJO"",""ELKIN RODOLFO OSPINA OSPINA"",""CRISTIAN DANILO AVENDAÑO FINO"",""CAROLINA GIRALDO BOTERO"",""JENNIFER PEDRAZA SANDOVAL"",""LILIANA RODRÍGUEZ VALENCIA"",""ALEJANDRO GARCÍA RÍOS""]","[""H.S. MARÍA JOSÉ PIZARRO RODRÍGUEZ""]"
