numeroCamara,numeroSenado,tituloCorto,tipo,autores,estado,comision,origen,cuatrenio,legislatura,url,tituloLargo,objeto
415/2023C,320/2023S,"TRANSICIÓN ENERGÉTICA","Ley Ordinaria","[""H.S.José David Name Cardozo"",""H.S.Edgar Díaz Contreras"",""H.S.Jaime Enrique Durán Barrera"",""H.S.Isabel Cristina Zuleta López"",""H.S.Inti Raúl Asprilla Reyes"",""H.S.Andrea Padilla Villarraga"",""H.S.Yuly Esmeralda Hernández Silva"",""H.S.Catalina del Socorro Pérez Pérez""]",Archivado,"Comisión Quinta Constitucional Permanente",Senado,2022-2026,2022-2023,https://www.camara.gov.co/transicion-energetica-1,"POR EL CUAL SE MODIFICA EL ARTÍCULO 74 DE LA LEY 143 DE 1994","Impulsar una de las principales apuestas del Gobierno Nacional por medio de fomento y garantia de la generación de energia proveniente de fuentes no convencionales de energias renovables - FNCER."
414/2023C,304/2023S,"MEDALLA EDWIN KEMMERER","Ley Ordinaria","[""H.S.Jorge Enrique Benedetti Martelo"",""H.S.Roy Leonardo Barreras Montealegre"",""H.S.Gloria Inés Flórez Schneider"",""H.S.Nicolás Albeiro Echeverri Alvarán"",""H.S.Jose Luis Pérez Oyuela"",""H.S.Carlos Mario Farelo Daza"",""H.S.Efraín José Cepeda Sarabia"",""H.S.David Andrés Luna Sánchez"",""H.S.Honorio Miguel Henríquez Pinedo"",""H.S.Mauricio Gómez Amín"",""H.S.Oscar Mauricio Giraldo Hernández"",""H.S.Carlos Abraham Jiménez"",""H.S.Edgar Díaz Contreras"",""H.S.José Vicente Carreño Castro"",""H.S.Carlos Fernando Motoa Solarte"",""H.S.Didier Lobo Chinchilla"",""H.S.Liliana Esther Bitar Castilla"",""H.S.Germán Alcides Blanco Álvarez"",""H.S.Carlos Julio González Villa"",""H.S.Paola Andrea Holguín Moreno"",""H.R.Juana Carolina Londoño Jaramillo"",""H.R.Jorge Rodrigo Tovar Vélez"",""H.R.Erika Tatiana Sánchez Pinto"",""H.R.Álvaro Mauricio Londoño Lugo"",""H.R.Jhoany Carlos Alberto Palacios Mosquera"",""H.R.Elizabeth Jay-Pang Díaz"",""H.R.Mónica Karina Bocanegra Pantoja"",""H.R.Gersel Luis Pérez Altamiranda"",""H.R.Juan Sebastián Gómez Gonzáles""]","Sancion Presidencial","Comisión Segunda o de Relaciones Internacionales",Senado,2022-2026,2022-2023,https://www.camara.gov.co/medalla-edwin-kemmerer,"POR MEDIO DEL CUAL SE CREA LA MEDALLA EDWIN WALTER KEMMERER, COMO HOMENAJE AL INSPIRADOR DE LA ACTUAL CONTRALORÍA GENERAL DE LA REPÚBLICA","La presente Ley tiene por objeto exaltar en su centenario de vida administrativa a la maxima entidad de control fiscal, mediante un homenaje público por parte de la Naciónal rol de la Contraloria General de la República."
413/2023C,114/2022S,FRACKING,"Ley Ordinaria","[""H.S.Iván Cepeda Castro"",""H.S.Angélica lisbeth lozano correa"",""H.S.Gustavo Bolivar Moreno"",""H.S.Isabel Cristina Zuleta López"",""H.S.Inti Raúl Asprilla Reyes"",""H.S.César Augusto Pachón Achury"",""H.S.María José Pizarro Rodríguez"",""H.S.Jael Quiroga Carrillo"",""H.S.Pablo Catatumbo Torres Victoria"",""H.S.Ana carolina Espitia Jerez"",""H.S.Robert Daza Guevara"",""H.S.Edwing Fabián Díaz Plata"",""H.S.Martha Isabel Peralta Epieyu"",""H.S.Omar de Jesús Restrepo Correa"",""H.S.Imelda Daza Cotes"",""H.S.Andrea Padilla Villarraga"",""H.S.Wilson Arias Castillo"",""H.S.Sandra Ramírez Lobo"",""H.S.Yuly Esmeralda Hernández Silva"",""H.S.Aída Marina Quilcué Vivas"",""H.S.Jonathan Ferney Pulido Hernández"",""H.S.Polivio Leandro Rosales Cadena"",""H.S.Alejandro Alberto Vega Pérez"",""H.S.Ariel Fernando Avíla Martínez"",""H.S.Juan Samy Merheg Marun"",""H.S.Iván Leonidas Name Vásquez"",""H.S.Laura Esther Fortich Sanchez"",""H.S.Gloria Inés Flórez Schneider"",""H.S.Pedro Hernando Flórez Porras"",""H.R.Duvalier Sánchez Arango"",""H.R.Cristian Danilo Avendaño Fino"",""H.R.David Ricardo Racero Mayorca"",""H.R.Jairo Reinaldo Cala Suárez"",""H.R.Juan Carlos Lozada Vargas"",""H.R.Julia Miranda Londoño"",""H.R.Luvi Katherine Miranda Peña"",""H.R.Jennifer Dalley Pedraza Sandoval"",""H.R.Martha Lisbeth Alfonso Jurado"",""H.R.Alirio Uribe Muñoz"",""H.R.Leyla Marleny Rincón Trujillo"",""H.R.Luis Carlos Ochoa Tobón"",""H.R.Juan Pablo Salazar Rivera"",""H.R.Jaime Raúl Salamanca Torres"",""H.R.Wilmer Yair Castellanos Hernández"",""H.R.Pedro Baracutao García Ospina"",""H.R.Carlos Alberto Carreño Marin"",""H.R.Daniel Carvalho Mejía"",""H.R.Luz María Múnera Medina"",""H.R.Norman David Bañol Álvarez"",""H.R.Eduard Giovanny Sarmiento Hidalgo"",""H.R.Pedro José Súarez Vacca"",""H.R.William Ferney Aljure Martínez"",""H.R.Catherine Juvinao Clavijo"",""H.R.Gabriel Ernesto Parrado Durán"",""H.R.Jorge Andrés Cancimance López"",""H.R.Carolina Giraldo Botero"",""H.R.María Fernanda Carrascal Rojas"",""H.R.Elkin Rodolfo Ospina Ospina"",""H.R.Alejandro García Ríos"",""H.R.Julián Peinado Ramírez"",""H.R.Santiago Osorio Marín"",""H.R.Alfredo Mondragón Garzón"",""H.R.Álvaro Leonel Rueda caballero"",""H.R.Ermes Evelio Pete Vivas"",""H.R.Ingrid Johana Aguirre Juvinao"",""H.R.Juan Diego Muñoz Cabrera"",""H.R.Olga Beatriz González Correa"",""H.R.Etna Tamara Argote Calderón"",""H.R.Luis Alberto Albán Urbano"",""H.R.Karyme Adrana Cotes Martínez"",""H.R.Erick Adrián Velasco Burbano"",""H.R.Susana Gómez Castaño"",""H.R.Julián David López Tenorio"",""H.R.Piedad Correal Rubiano""]","Trámite en Comisión","Comisión Quinta Constitucional Permanente",Senado,2022-2026,2022-2023,https://www.camara.gov.co/fracking-3,"POR MEDIO DE LA CUAL SE PROHIBE EL FRACKING. LA EXPLORACIÓN Y PRODUCCIÓN DE LOS YACIMIENTOS NO CONVENCIONALES (YNC) DE HIDROCARBUROS, SE ORDENA LA REFORMULACIÓN DE LA POLÍTICA DE TRANSICIÓN ENERGÉTICA Y SE DICTAN OTRAS DISPOSICIONES","La presente ley tiene por objeto prohibir en el territorio nacional la exploración y producción de Yacimientos No Convencionales (YNC) y la utilización de la técnica de Fracturamiento Hidráulico Multietapa conocida como Fracking, para la explotación de hidrocarburos, así como establecer la obligación al gobierno nacional de reformular la política pública de transición energética."
412/2023C,,"PRACTICAS INCRUENTAS","Ley Ordinaria","[""H.R.Oscar Leonardo Villamizar Meneses""]",Archivado,"Comisión Sexta o de Transportes y Comunicaciones","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/practicas-incruentas,"Por medio de la cual se modifica la ley 916 de 2004, se reglamentan las Corralejas y se dictan otras dis-posiciones","La presente ley tiene por objeto reglamentar la práctica de las corralejas y modificar el Manual Nacional Taurino, con el fin de establecer reglas claras con respecto a los eventos de este tipo y eliminar el sufri-miento de los animales al tiempo que se conserva las tradiciones y prácticas culturales."
411/2023C,280/2021S,"TRATADO MEDIACION PERÚ","Ley Ordinaria","[""Ministra de Relaciones Exteriores - Martha Lucia Ramirez Blanco"",""Ministro de Justicia y del Derecho - Wilson Ruiz Orjuela""]","Trámite en Plenaria","Comisión Segunda o de Relaciones Internacionales",Senado,2022-2026,2022-2023,https://www.camara.gov.co/tratado-mediacion-peru,"POR MEDIO DE LA CUAL SE APRUEBA LA «CONVENCIÓN DE LAS NACIONES UNIDAS SOBRE LOS ACUERDOS DE TRANSACCIÓN INTERNACIONALES RESULTANTES DE LA MEDIACIÓN», SUSCRITA EN NUEVA YORK, EL 20 DE DICIEMBRE DE 2018",""
410/2023C,,"VIOLENCIA VICARIA","Ley Ordinaria","[""H.S.Jael Quiroga Carrillo"",""H.R.Leider Alexandra Vásquez Ochoa"",""H.R.Jennifer Dalley Pedraza Sandoval"",""H.R.Jezmi Lizeth Barraza Arraut"",""H.R.Cristóbal Caicedo Angulo"",""H.R.Alirio Uribe Muñoz"",""H.R.Gabriel Ernesto Parrado Durán"",""H.R.Gabriel Becerra Yañez"",""H.R.Leyla Marleny Rincón Trujillo"",""H.R.Jorge Hernán Bastidas Rosero"",""H.R.David Alejandro Toro Ramírez"",""H.R.Pedro José Súarez Vacca"",""H.R.Heraclito Landinez Suárez"",""H.R.Agmeth José Escaf Tijerino"",""H.R.Mary Anne Andrea Perdomo"",""H.R.Etna Tamara Argote Calderón"",""H.R.Carmen Felisa Ramírez Boscán"",""H.R.Luz María Múnera Medina"",""H.R.Karyme Adrana Cotes Martínez"",""H.R.Jorge Alejandro Ocampo Giraldo"",""H.R.José Octavio Cardona León"",""H.R.Elizabeth Jay-Pang Díaz"",""H.R.Carlos Adolfo Ardila Espinosa"",""H.R.Leonardo de Jesús Gallego Arroyave"",""H.R.Luis Carlos Ochoa Tobón"",""H.R.Andrés David Calle Aguas"",""H.R.Jorge Eliécer Tamayo Marulanda"",""H.R.Alfredo Mondragón Garzón"",""H.R.Dolcey Oscar Torres Romero"",""H.R.Karen Juliana López Salazar"",""H.R.María Fernanda Carrascal Rojas"",""H.R.Juan Carlos Vargas Soler"",""H.R.Juan Pablo Salazar Rivera"",""H.R.Orlando Castillo Advincula"",""H.R.William Ferney Aljure Martínez"",""H.R.Gerson Lisímaco Montaño Arizala"",""H.R.Lina María Garrido Martín"",""H.R.Diego Fernando Caicedo Navas"",""H.R.Jairo Humberto Cristo Correa"",""H.R.Luis Alberto Albán Urbano"",""H.R.Jairo Reinaldo Cala Suárez"",""H.R.Erika Tatiana Sánchez Pinto"",""H.R.Luis Eduardo Díaz Mateus"",""H.R.Juan Daniel Peñuela Calvache"",""H.R.Jorge Andrés Cancimance López"",""H.R.Juan Carlos Wills Ospina"",""H.R.Christian Munir Garcés Aljure"",""H.R.Hugo Alfonso Archila Suárez"",""H.R.Carlos Alberto Cuenca Chaux"",""H.R.Olga Lucia Velásquez Nieto"",""H.R.Aníbal Gustavo Hoyos Franco"",""H.R.Piedad Correal Rubiano"",""H.R.José Alejandro Martínez Sánchez""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/violencia-vicaria,"Por medio del cual se incorpora en el ordenamiento jurídico Colombiano la violencia vicaria, se modifica la Ley 1257 de 2008 y la Ley 2126 de 2021 y se dictan otras 
disposiciones","Reconocer e incorporar en el ordenamiento jurídico Colombiano la Violencia Vicaria como una violencia basada en género, lo que permitirá prevenirla, atenderla de forma integral y garantizar el acceso efectivo a la justicia, reparación, restauración y no repetición a las víctimas de este tipo de violencia en el marco de la protección a los Derechos Humanos."
409/2023C,,"REFORMA LABORAL","Ley Ordinaria","[""H.S.Gloria Inés Flórez Schneider"",""H.R.Carlos Adolfo Ardila Espinosa"",""H.R.Julián Peinado Ramírez"",""H.R.Alexander Harley Bermúdez Lasso"",""H.R.Karyme Adrana Cotes Martínez"",""H.R.Jaime Rodríguez Contreras"",""H.R.Julia Miranda Londoño"",""H.R.Mónica Karina Bocanegra Pantoja"",""H.R.John Jairo González Agudelo"",""H.R.Jhon Fredi Valencia Caicedo"",""H.R.Diógenes Quintero Amaya"",""H.R.Gerson Lisímaco Montaño Arizala"",""H.R.Oscar Hernán Sánchez León"",""H.R.Andrés David Calle Aguas"",""H.R.Óscar Darío Pérez Pineda"",""H.R.Diego Patiño Amariles"",""H.R.Luis Carlos Ochoa Tobón"",""H.R.Flora Perdomo Andrade"",""H.R.Luvi Katherine Miranda Peña""]",Archivado,"Comisión Séptima Constitucional Permanente","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/reforma-laboral-0,"Por medio del cual se modifica el Código Sustantivo del Trabajo, se promueve la generación de empleo formal y la garantía y protección de todas las formas de trabajo","La finalidad primordial de este Código es la de lograr la justicia en las relaciones de trabajo, dentro de un espíritu de coordinación económica y equilibrio social. Los principios constitucionales del derecho laboral serán los contenidos en el artículo 53 de la Constitución Política de Colombia y los previstos en las normas que componen el Bloque de Constitucionalidad"
408/2023C,155/2021S,"LA DORADA 100 AÑOS","Ley Ordinaria","[""H.S.Juan Felipe Lemos Uribe""]",Archivado,"Comisión Segunda o de Relaciones Internacionales",Senado,2022-2026,2022-2023,https://www.camara.gov.co/la-dorada-100-anos,"Por medio de la cual la Nación se asocia a la conmemoración de los cien (100) años de fundación del municipio de La Dorada en el Departamento de Caldas, rinde público
homenaje a sus habitantes y se dictan otras disposiciones.","La presente ley tiene por objeto vincular a la Nación en la celebración del Centenario de fundación del municipio de la Dorada en el Departamento de Caldas, hecho que sucedió el 23 de abril de 1923."
407/2023C,140/2022S,"SITUACION MILITAR MAYORES DE 24 AÑOS","Ley Ordinaria","[""H.S.Manuel Antonio Virgüez Piraquive"",""H.S.Carlos Eduardo Guevara villabón"",""H.S.Ana Paola Agudelo García"",""H.R.Irma Luz Herrera Rodríguez""]",Ley,"Comisión Segunda o de Relaciones Internacionales",Senado,2022-2026,2022-2023,https://www.camara.gov.co/situacion-militar-mayores-de-24-anos,"POR MEDIO DE LA CUAL SE ESTABLECEN DISPOSICIONES ESPECIALES PARA RESOLVER LA SITUACIÓN MILITAR DE MAYORES DE 24 AÑOS Y SE DICTAN OTRAS DISPOSICIONES","La presente Ley tiene por objeto establecer disposiciones especiales para resolver la situacion militar para los mayores de 24 años, sin distingo de la condicion en la que se encuentren."
406/2023C,,"ESTRES POSTRAUMATICO EN LAS FFMM","Ley Ordinaria","[""H.S.Nicolás Albeiro Echeverri Alvarán"",""H.R.Andrés Felipe Jiménez Vargas""]",Archivado,"Comisión Segunda o de Relaciones Internacionales","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/estres-postraumatico-en-las-ffmm,"POR MEDIO DE LA CUAL SE CREA EL PROGRAMA COMPLEMENTARIO DE SALUD MENTAL “TERAPIA DE SANACIÓN CON EQUINOS Y/O CANINOS PARA MIEMBROS DE LAS FUERZAS ARMADAS DIAGNOSTICADOS CON ESTRÉS POSTRAUMATICO Y OTROS SUJETOS” Y SE DICTAN OTRAS DISPOSICIONES","El objeto de la presente ley es la creación del programa de salud mental denominado “terapia de sanación de estrés postraumático con equinos y/o caninos” al interior de las fuerzas armadas y se dictan otras disposiciones."
405/2023C,,"CODIGO MINERO","Ley Ordinaria","[""H.S.Nicolás Albeiro Echeverri Alvarán"",""H.R.Andrés Felipe Jiménez Vargas""]",Archivado,"Comisión Quinta Constitucional Permanente","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/codigo-minero,"POR LA CUAL SE REFORMA LA LEY 685 DE 2001  CÓDIGO DE MINAS Y SE DICTAN OTRAS DISPOSICIONES","La presente ley tiene por objeto modificar, adicionar, complementar y regular las relaciones entre la comunidad minera (Titulares, Explotadores Mineros Autorizados, mineros de subsistencia, beneficiadores y comercializadores) y el Estado, contenidas en la ley 685 de 2001, otras leyes concordantes y declara la actividad minera como de interés nacional estratégico para la Nación."
